Red,Green,Blue,Output
0.39623490090983327,0.9542231190524819,0.9609000381442439,1
0.13226231704491154,0.8072103310450918,0.11170660282091982,1
0.554167018679637,0.6333240500301323,0.3479473333835843,1
0.8062210307574043,0.7491961103024936,0.05956428880257458,1
0.6962563103656392,0.8956695118900637,0.7605795192687674,1
0.06398306818466448,0.8387350194253247,0.838557895482679,1
0.42089141175490496,0.9895705413214451,0.9579051860158131,1
0.7670002354838126,0.8624167654434977,0.8137084426357102,1
0.2204249321584062,0.9691256824464993,0.5580438811728361,1
0.2189696607976469,0.09302397832729925,0.24672122064686286,0
0.33835740316717866,0.34888233718607764,0.8267154323469625,0
0.43845398849864414,0.6549961119840888,0.495422233988546,1
0.494482747553869,0.894270532294611,0.13231823578764812,1
0.992590225965093,0.9483897510609952,0.9469927885251346,1
0.5644846727859474,0.3947140125543198,0.2626729761972456,0
0.11675527316176515,0.9054282335923126,0.36842269097424274,1
0.4431617356520141,0.6650812311378366,0.5499347382765628,1
0.24281568138501808,0.5726376545715415,0.4389517070529856,0
0.5909804092920483,0.49798069705902104,0.7208342041837262,1
0.9339154162520509,0.21939693517821257,0.24072344219015318,0
0.0514665869412384,0.22028167913841967,0.3909131754817824,0
0.6742241312739147,0.9395475142924903,0.44949519327915377,1
0.2255861323737698,0.8427304806537457,0.6038588568083775,1
0.7911424165392662,0.3060408506320087,0.5676533353503168,0
0.44627599116950467,0.8951781858537732,0.829996864085641,1
0.29957020540314416,0.285757098434404,0.5434350620395824,0
0.813494570993847,0.9479160345877518,0.810347629325247,1
0.32154297496240547,0.8389233892838391,0.33255339572546017,1
0.6400501456448182,0.5107209776882854,0.25474787328701953,1
0.016369382783740893,0.6095672157685491,0.2143181900516471,0
0.5329555312865915,0.5822632519959878,0.9125203149904736,1
0.5154732493095177,0.5446415546121453,0.8244344880180761,1
0.13415420791927268,0.9400275142398197,0.34098419322792495,1
0.7013608520962962,0.6351753793609107,0.5123980524464159,1
0.031350877416626566,0.7476659496302079,0.3377172051635866,1
0.8265290849545455,0.31266221819535034,0.14123640477930677,0
0.610711237594179,0.6802217126530637,0.5440794994368625,1
0.16675792900382758,0.43559222295208977,0.7012744140436671,0
0.9679168601580925,0.6218810581206786,0.852149173472998,1
0.4125313651938315,0.4638438004494396,0.8183663786347939,0
0.833601293722035,0.2962609738634049,0.0716394644499273,0
0.9998197299441578,0.4786018134432487,0.693976688524148,1
0.754471533887858,0.8670287852910438,0.6464137256659879,1
0.229081991337155,0.7683892271238651,0.8223302670516849,1
0.9842504222141462,0.4816601082852061,0.9142886580585918,1
0.8804593007908518,0.48821287602883967,0.2008741649564636,1
0.24855578636778164,0.3495926376469036,0.6138822386916647,0
0.5313315070800538,0.03401793856311319,0.01886128644215823,0
0.4769411921598302,0.9674875654393401,0.15303441523573824,1
0.26635786605376377,0.5074681166011515,0.41125462506974897,0
0.2041653745125408,0.2890910882439609,0.18424167191629093,0
0.19155916848004118,0.868543572263685,0.2968110060168808,1
0.2816649247838533,0.2157851510750588,0.04710766799426758,0
0.8749500390178949,0.10709202232929649,0.8349015180918907,0
0.6773176227475755,0.9601051251906925,0.1290485699089281,1
0.09541508306092084,0.5970803201826487,0.8597609969689051,1
0.36069092540214,0.5594174322391439,0.9419806205382442,1
0.3816116549700771,0.9028777147196695,0.8297682524012392,1
0.6330059780088828,0.1191237175175276,0.2832811595161826,0
0.5997017026082978,0.24384040754581204,0.44379250953953087,0
0.5192913719476508,0.8205394952111538,0.4832360075534763,1
0.041071833603279595,0.4832661645414551,0.13473696209651265,0
0.7611056676611786,0.7749151919144126,0.42858445401160716,1
0.09088328687852976,0.2894277352181216,0.18619842541586962,0
0.2669626897936881,0.5454078898974539,0.3353213116533329,0
0.8432207299058002,0.322958621038264,0.1771605052901325,0
0.033201316356544774,0.04831918133072177,0.5465981950821193,0
0.8050232786418072,0.582548064386198,0.7977293139430245,1
0.557749816154615,0.9312665674328039,0.602310271796224,1
0.649779332593858,0.05405365547218022,0.014377725496107496,0
0.09557598308504012,0.37522814140514893,0.5219463509129796,0
0.29318476069166066,0.28192801707058956,0.05208934628835116,0
0.8656208853261841,0.08376135229795734,0.2847155825269563,0
0.6284445275211987,0.15683920610316748,0.02549419191763247,0
0.2673931834169998,0.48567162155089605,0.2828467647880183,0
0.8610334464827629,0.28925394649724,0.5169268363572005,0
0.36716157126027005,0.08733580401798324,0.6014647248181313,0
0.8807372043762768,0.3617127196391564,0.7751591202701753,1
0.3687527772830632,0.8202355492191755,0.456055624655722,1
0.9554124706735918,0.5613848242066066,0.6607740021584889,1
0.6733606975616059,0.8111458566552633,0.7877039991216002,1
0.06420412322015712,0.22512994314041446,0.19795121439842767,0
0.6930234901527131,0.9560354666249569,0.5975540311504134,1
0.8621240271429845,0.07657953342343149,0.24627587815180474,0
0.785814025641994,0.6379080572160757,0.36413794041781566,1
0.3343314722183268,0.2075217334230417,0.38871348597018696,0
0.8374078593551446,0.8541745110501241,0.1559354766192479,1
0.13939523006015886,0.5994493017828586,0.902219443979362,1
0.25416643180222864,0.11798436709790183,0.03539079160851233,0
0.7552377726283973,0.19773461851975915,0.3181403662309449,0
0.0775627543272851,0.14706246931643563,0.7381571038646892,0
0.37611205801674663,0.7288134634494787,0.5802516353121324,1
0.8097333583982119,0.21699522495014112,0.04706344783484839,0
0.6770346754403908,0.5914900939218467,0.823718195735563,1
0.9517593753095511,0.5683456694707328,0.8120280219762286,1
0.33925990342972034,0.5055491488802767,0.7217534320724386,0
0.7502972931814824,0.14249003144787076,0.6749222621531424,0
0.034607799107662984,0.9247587664896321,0.7969541989748113,1
0.5006119702947361,0.4804772871997415,0.5202249953356433,0
0.861582840465109,0.25925217621560426,0.22775055315134873,0
0.020346399918839464,0.9065720521977382,0.8065102417573754,1
0.768192767071805,0.5077563600461642,0.9636149893707355,1
0.1780090731822025,0.44231034509152245,0.2702884671231268,0
0.7362925246339439,0.12086066211522095,0.287950548169019,0
0.8128534572836446,0.914823853822674,0.49755894923153343,1
0.11023725474105928,0.03518919974868362,0.6529071805529479,0
0.9329355763080338,0.8772810600310296,0.1971556626880373,1
0.3238800018627572,0.8193859708054562,0.1540757112259835,1
0.10011011561985372,0.12680188352816557,0.8813839563450928,0
0.8071305611137531,0.24706088534649384,0.29961203564910066,0
0.8838357019628871,0.5751335733649426,0.8881689095867433,1
0.9951363179018625,0.5733489744653003,0.7494862690098082,1
0.14589743437162828,0.7447521308751003,0.5517649647641722,1
0.29534985224931043,0.8070994392594316,0.18236659553757917,1
0.23715471488395168,0.6407629962107136,0.782256506794062,1
0.9113913776901552,0.0687047635873127,0.504382669481585,0
0.21985396206030972,0.2757625211291548,0.3571070635624324,0
0.540825011351383,0.5332835481754735,0.5854281521219323,1
0.7451694089285031,0.8480538044218308,0.05543227027372355,1
0.22120644536075007,0.24179102102088512,0.23698009313554225,0
0.30191502779060486,0.03218955841474336,0.7348541423279366,0
0.9285341787341524,0.7793771089066007,0.4500987568853997,1
0.09271255350997298,0.6500528089164839,0.5517187808016313,1
0.2827443551238533,0.09614659803214143,0.8135573334457505,0
0.12489007138518904,0.7499679720767176,0.7534045634432063,1
0.6079903816081729,0.6485406907224128,0.5702596245608178,1
0.000541449440721653,0.8322283118728518,0.43853935446408154,1
0.694015208024804,0.3576742106253782,0.816323672635432,0
0.18304302489163637,0.1266531120138319,0.06598395723121642,0
0.9840107960984503,0.6904716404484931,0.1261823844224802,1
0.1814457077941014,0.2834636219772497,0.49211358625498214,0
0.07702063785624746,0.5676957618445024,0.5066467095340138,0
0.9370712447985917,0.4776977947223763,0.13156327761858777,1
0.1499422753618609,0.019912340229703118,0.9901900108530676,0
0.2180609270210434,0.6875818180980211,0.23090868468716685,1
0.7574743757092703,0.9435113209596527,0.9731335698978537,1
0.3215829475458748,0.5538046274028582,0.09554158052477124,0
0.5702422953590008,0.05897224736571216,0.6768784387976304,0
0.18670606771257925,0.913777526462872,0.8706469255746413,1
0.567343746005611,0.5625821311701286,0.27716844836087307,1
0.5269661710911276,0.912736227663523,0.6913736988020303,1
0.08115364857230667,0.682955538634665,0.2523372868833972,1
0.5771857318272008,0.7690384722715011,0.31140315216613157,1
0.6079952525286834,0.5537260554591842,0.05099294372906593,1
0.23491661559653676,0.6422410328875021,0.7392827425064868,1
0.0005652107681018981,0.3169416321038965,0.8935983794730036,0
0.9123013421314234,0.8637263979318568,0.9773071928754443,1
0.9085344263790321,0.6729685354927865,0.5917608630489114,1
0.4471602658115048,0.4711057046624084,0.3628155556114153,0
0.3243675027098718,0.35036045786591585,0.8350311417669527,0
0.2038289982440108,0.14090017120605403,0.3346623366382917,0
0.751909204542762,0.7962635112487841,0.09691066171080809,1
0.9603953397120643,0.2680591579187087,0.3275894783075962,0
0.7847298819238108,0.03038575497241347,0.7597859721747592,0
0.1884954453407962,0.47073872101086134,0.6206386691417413,0
0.11668460447080609,0.5221735547735665,0.13224635079128266,0
0.377381861657045,0.4614731123818565,0.1388769300302466,0
0.7045281630073851,0.47753102027203864,0.9692469397301338,1
0.33786421662102806,0.36415610653745434,0.5798748851458003,0
0.7945069599900156,0.01278558672093677,0.7188737965331308,0
0.7902439484455274,0.24572455093056345,0.4819785637561379,0
0.6661705297323071,0.6346715793712906,0.9244911048500996,1
0.7527603692953049,0.705403510496457,0.3561836988223829,1
0.641220637300334,0.04136844836019671,0.854319945741553,0
0.4943735808283696,0.7038686136088876,0.5892231722813809,1
0.4528590501011911,0.05496830769552241,0.3309613645759397,0
0.8618883821758228,0.8390857465677141,0.44229724064833065,1
0.2007975415591261,0.8085321067785578,0.4817113124261825,1
0.08843263948729618,0.7801612908877592,0.7575400228664221,1
0.6860175959827484,0.8239947534617554,0.31117763124616704,1
0.19006048769629924,0.39392661639857174,0.5560615162764313,0
0.6816081970248048,0.18066610180610465,0.20070432712741892,0
0.6834965851111918,0.9030573060460082,0.03775541211057554,1
0.3539834027184463,0.5538680214441856,0.14887006294654215,0
0.02456440904028745,0.9361032546877355,0.7332448336103723,1
0.4215384541681425,0.13983249015299293,0.19375544683735602,0
0.8954936734914625,0.8458465277644879,0.8548692845678267,1
0.012752688714781746,0.37683653141969653,0.6253816832676883,0
0.40587433584886956,0.2958290551238135,0.43046869196546467,0
0.5838631234840981,0.7059955004878775,0.16738040031523782,1
0.8673419126359583,0.610458160877524,0.7156016181249436,1
0.48603078901304353,0.9804170180902644,0.8991191715659079,1
0.49858207884536776,0.5692407207264246,0.6105307796055996,1
0.4543008136312139,0.3754291583622912,0.3548897975150289,0
0.7746324238967812,0.9479687997377948,0.6567406993071456,1
0.47936238564475275,0.19866344481045806,0.002018230248629238,0
0.6663511016163257,0.2835833487998035,0.7235957720421703,0
0.8030383239528028,0.47871848476491397,0.9892261447982867,1
0.3377688768502284,0.10394578986791947,0.07106796931524173,0
0.9926131987588478,0.30544625948952453,0.3286738305603133,0
0.03235102481890295,0.13363294744640897,0.8659323686218968,0
0.20609027578820027,0.20603050095635722,0.626596274009006,0
0.6284720364021404,0.6851977642232274,0.6937069753611476,1
0.10322954656086591,0.8999815187270758,0.10138170824266257,1
0.2633727884894539,0.4221190143104332,0.3195233135280545,0
0.6064317327984985,0.03680737446657001,0.7581859190859227,0
0.2314574541100075,0.4326600140797786,0.5323412232943823,0
0.4156175754019248,0.8507925526739047,0.646601041325205,1
0.12644095050390358,0.7998319189360419,0.7309320198049167,1
0.2351538245910091,0.0053963075684503314,0.8343195316730078,0
0.2414335112694156,0.3606764642536976,0.72441384660908,0
0.11311781012323208,0.28397844955490814,0.1006688035137342,0
0.610772272986566,0.49435508664702466,0.24230618451281016,1
0.78054337211905,0.05619870582757858,0.9056361367578076,0
0.3380672610381211,0.11312793233972807,0.6510898086425392,0
0.9220969326862415,0.5051666888347789,0.8841376341831547,1
0.5765271922102512,0.43394128574128665,0.6943408300125513,0
0.3292430071089978,0.32669600673625687,0.2987168290476834,0
0.7671039308411305,0.3436443628497695,0.03926830931753955,0
0.2703614071863141,0.45762424222669373,0.038204116207567806,0
0.39444745706348594,0.5341448664787842,0.3046430558345683,0
0.2975855950914301,0.8990195528354402,0.576263485175986,1
0.45326501865900937,0.482290979144017,0.5199693873782892,0
0.5976478485850467,0.04689339844123408,0.3743134172155349,0
0.35880233455229393,0.29096382967334333,0.6755136911956607,0
0.8075589292901377,0.8526442914384087,0.9003433814832362,1
0.21500444016734022,0.40641956024627235,0.21082643514921617,0
0.7365747251094633,0.2788606170575547,0.7990855115919094,0
0.9917022008466282,0.38692832818166734,0.1284676102804777,0
0.17900324149320412,0.6142097603259229,0.8100134341674932,1
0.014525998387072026,0.7584969672111678,0.9642977545711099,1
0.7901307562938307,0.1912341356794608,0.8269402353991415,0
0.5063248101101259,0.369546345856003,0.4133673499842212,0
0.10329959779890496,0.5518199761637861,0.004628861979194654,0
0.3032952839470544,0.6463109088309983,0.19272547368317383,1
0.6476189979277226,0.7674768535548795,0.15108345779735144,1
0.6063747202027036,0.1660616532888094,0.6609811526676245,0
0.09979792313186187,0.4901800000400093,0.2177191354350635,0
0.7888780025885493,0.3743184281559703,0.03744227273337197,0
0.07203717263315157,0.03627754107184489,0.20254495014476126,0
0.5474262926369621,0.9693936758158915,0.008973140400899582,1
0.6475649438205234,0.9123457389742203,0.8581730677922096,1
0.09686041193467931,0.2917609252754989,0.8191276109732457,0
0.6430899444849327,0.45679479090900654,0.9171512314768188,1
0.03280240877978258,0.6671275327490859,0.18785660145825078,0
0.7086710050017754,0.1366371210437981,0.4628987760181842,0
0.81727617189839,0.4259182092349685,0.5027940401262585,1
0.4127209147592379,0.142756899158187,0.9796000063863582,0
0.5037537566572824,0.5308799853036531,0.5383586634092214,1
0.5924886648670784,0.07346347388705499,0.24896210402119168,0
0.8766789977197328,0.4626558735477363,0.9534028803590212,1
0.38066884426883163,0.4816026212175514,0.8138408404536032,0
0.3453976423109576,0.14046518775757078,0.6658373784930519,0
0.8223171001351933,0.37110349558840383,0.27068999019082385,0
0.00903039967610475,0.5960826770459353,0.9485229700876239,0
0.6501370850919819,0.6688930802741297,0.9466284446684132,1
0.23055956837927905,0.013381059588398525,0.30479100594790376,0
0.6082764671538858,0.6924614086608053,0.6479889741414959,1
0.1596571927877044,0.909181403751106,0.8576367285146302,1
0.6209942904300406,0.9453718537639142,0.3306014916407026,1
0.9122936171011481,0.3711359914802429,0.34611724034817715,0
0.31452635018985,0.28929756202195656,0.3815279553332658,0
0.10680088534713761,0.49136199459274055,0.730015391491934,0
0.5900738624125959,0.8829843940437166,0.7320449694612291,1
0.15906291111313953,0.33019584861713325,0.6120036717091181,0
0.994651840075178,0.15254947526081863,0.6674791319684947,0
0.4566995023967517,0.7890191343253177,0.46043831098517807,1
0.6140480779695454,0.23741117654242794,0.23822060505736542,0
0.012188706115156989,0.9192412273697471,0.8919516420296274,1
0.7319393310272398,0.6925824530788571,0.47007730353177657,1
0.5667531224208526,0.47515292869459,0.9876543918483166,1
0.5337933274904693,0.3671081634392571,0.6574211682912664,0
0.1616320758211005,0.7138605635350064,0.9513189044238044,1
0.35813910125300297,0.9784698351146945,0.34835961273817384,1
0.405502393975227,0.25505292578232575,0.10701539201810828,0
0.8759601784135762,0.025605500282877336,0.3505519654097462,0
0.5146263547602346,0.1866646480021542,0.09231644279195617,0
0.12060436381496764,0.010252658104521029,0.2971953612084426,0
0.22562812618552108,0.11517168009775547,0.39160039153586823,0
0.9201237156800818,0.8443201052458925,0.07834730025532877,1
0.619677983234226,0.23292118467151002,0.8632283927441219,0
0.6164011273692083,0.8795299003155713,0.07453496099292423,1
0.256766134927502,0.59724343280928,0.36688450474276035,1
0.4011681402713013,0.6822304741690985,0.5173859028425989,1
0.4215129128355217,0.6019194717365907,0.8765555622076414,1
0.44836101044462584,0.5814369172497751,0.7433249778809035,1
0.8412662017785495,0.7174864819811744,0.4656012870688322,1
0.27708998229190096,0.270361542193988,0.05054643090540001,0
0.805931095038323,0.18608988070466614,0.21977636735949624,0
0.03236527654962584,0.6953116209724858,0.6859614984148468,1
0.3485440063387123,0.618057856988803,0.6877232110141974,1
0.9400437070673663,0.014409204435224088,0.026207209892890937,0
0.40507364073344454,0.830569321513653,0.7908326045717742,1
0.2707020433776567,0.14953520627922534,0.19108609653854391,0
0.03860803400165114,0.3707583383144959,0.4059185042133844,0
0.6441264543361209,0.34495581272058506,0.7304890828947851,0
0.6456620608081556,0.9928008635155683,0.03843267032442099,1
0.1175834857089012,0.2600168875661031,0.12132953019531434,0
0.07974134148166678,0.21274821534861965,0.8728412978855782,0
0.43951762391440474,0.7315383815793158,0.014072638150606664,1
0.6512536227869791,0.10598842089217253,0.9401384116762495,0
0.10514378874911434,0.6392862567347393,0.7367618340494527,1
0.26621968768568405,0.9853977610285329,0.3113250220539191,1
0.7887735103982402,0.23994116670847354,0.07906412586574307,0
0.7145195603155832,0.6551503464350839,0.6241772155629645,1
0.24945527974413095,0.26607946630245616,0.5199437035586956,0
0.5461444482419506,0.8615486523431223,0.0009645217640961157,1
0.34348436937861615,0.3678437846054031,0.4021903604599989,0
0.1813308618289362,0.08786955908298599,0.064727667224446,0
0.3681031510312165,0.8161306803382515,0.5662274018216357,1
0.9105346921568972,0.021808161487333555,0.7766578983562045,0
0.059155615481364276,0.3586649724620905,0.509097444604358,0
0.2504087599296144,0.23958853959908621,0.9278947465070125,0
0.583617654011095,0.22995393779722884,0.2588769466729448,0
0.46573284641129076,0.0372501175055433,0.6533157028277753,0
0.024018891542366028,0.7640203774042988,0.13707842312195184,1
0.6864093182764854,0.5270829126598967,0.6890824454055348,1
0.4022035019976331,0.22857482946535412,0.588191685511893,0
0.13525125852383613,0.5278255348142479,0.4241318355686804,0
0.6710687681638468,0.5368910860268857,0.6570829128284664,1
0.9580119072271469,0.8745922799808808,0.8437894226327227,1
0.3478967724833921,0.6083281506748157,0.3469000078805885,1
0.8878017054363673,0.07038723648673095,0.5373235189803408,0
0.915025150835758,0.2878699413093321,0.29664268840200214,0
0.6705145820377226,0.23785903567758104,0.31099406249143335,0
0.7100941025510875,0.25184433767568937,0.07680146599418503,0
0.8465490751066918,0.21683167648866153,0.4057394852044449,0
0.6784815475359915,0.9888361818818141,0.6218686222468746,1
0.5242779356573516,0.5922220376719775,0.6268100090798079,1
0.6118799534339973,0.7414442929386852,0.4219308550687786,1
0.4553588297798513,0.9417639974657183,0.67120197838228,1
0.6840301291281058,0.9025733334870055,0.5856555864338101,1
0.6680612804526436,0.770364368943095,0.7485653588759519,1
0.0006249575845513888,0.682476391566131,0.64434680440722,1
0.4757828542843947,0.2858563709303974,0.5442402399656635,0
0.828135149242592,0.09548413879626982,0.15354797977265677,0
0.9646131492442408,0.1408394406473772,0.22961731333198798,0
0.34102955337817153,0.10312475781480146,0.9242767676946962,0
0.38504908214572686,0.31795813108156434,0.45407806084057145,0
0.5031552329786053,0.5265995076858685,0.20873702881987244,0
0.9752918427532784,0.5120279765624804,0.6303321548444191,1
0.4629426965899527,0.7225265060373135,0.6363531467373165,1
0.7417734829271574,0.3086941997023055,0.7268153534204488,0
0.33700637903295616,0.9770372619747221,0.11545327643464809,1
0.12560974253927915,0.880431323884269,0.1136008261052549,1
0.7239943498456349,0.3140265117891108,0.9275073659508415,0
0.9604976069219927,0.9430069490607506,0.8761213736193671,1
0.019363183363251935,0.6349264607414987,0.17963686343315566,0
0.6598169216546668,0.8763960053601468,0.7177439010164349,1
0.38099540991779623,0.18926452351855605,0.49622724917281846,0
0.19366705235835147,0.2730420110754155,0.4606693585605427,0
0.7206171925621795,0.3821945240752572,0.33995964487199337,0
0.9359849002282196,0.8122146916721374,0.19538160708975327,1
0.20414878692936345,0.33525085251187414,0.7597452707186146,0
0.08061474508299538,0.7920923666814842,0.6842684309486198,1
0.9427092634229475,0.8303811664048955,0.1323888607508079,1
0.6915183941607249,0.4721541007522041,0.03777805506353382,0
0.2614547003503398,0.39935756009699963,0.9337893054485387,0
0.11762242057472194,0.5147924082917293,0.3304773454003953,0
0.41890863205806395,0.4682173459354938,0.762979727578385,0
0.38591320169840626,0.8810835934825862,0.8810402619820444,1
0.8397317987100489,0.752315158353901,0.9773160375263198,1
0.7446787081927823,0.8322518664012315,0.5408968432110693,1
0.9151127897961762,0.14056986854369624,0.015606850689230067,0
0.9418779492834121,0.6431555993314839,0.5575576536922107,1
0.07737173998562008,0.5693870099170129,0.4889513653112263,0
0.30379430400493734,0.9759620102713777,0.24979366219998156,1
0.4235656725361061,0.2165982502322955,0.8281447975603283,0
0.6497754498479612,0.897660791137452,0.943024748571942,1
0.35390620285643304,0.24642641385971897,0.8723226341952154,0
0.509686995655211,0.9925472385414162,0.2244700369890098,1
0.11183180124736891,0.26015340065107695,0.7146837908850927,0
0.2725002974280549,0.7569584395913842,0.14526238024704752,1
0.9195765817519987,0.10718562740047166,0.9428154937384129,0
0.20037380414574235,0.18374229215995597,0.15218898976360828,0
0.7731906528501425,0.9887437323976443,0.3401061846847082,1
0.9742837691883598,0.5192199646061635,0.4399381452818908,1
0.6440729102199407,0.8555485056978331,0.138834761089922,1
0.868040437130524,0.7462151962274658,0.299216910734845,1
0.34803742599882637,0.6548450993006144,0.18748886432913525,1
0.09948908518196731,0.7630979797498707,0.07544070341769005,1
0.9471582833169288,0.14967737045782092,0.38804603521045544,0
0.3166485127569042,0.7413646421987963,0.8167763380330391,1
0.17797534742832744,0.6306556757479396,0.3148088241382002,1
0.5838081176683689,0.08024153059737171,0.819159120305759,0
0.6628474174688809,0.382381310153431,0.6416816355796925,0
0.828905344643766,0.3637958617473097,0.6801151794337448,0
0.878087685201155,0.22134829670508482,0.687451670146032,0
0.9670461112398773,0.3836287782076607,0.132736009683055,0
0.26992503336425067,0.7882673230516332,0.21201983506746502,1
0.7827028996524688,0.472359336367017,0.02168101944106704,1
0.736836621388982,0.26577178381214106,0.8131327677203116,0
0.09488349685170383,0.13661133500806932,0.35766874443353136,0
0.4812952919852025,0.6662730875178674,0.5060645126796279,1
0.15620009186285688,0.08469927902474217,0.17496051486626907,0
0.34571471507964,0.8944488402800744,0.7747995355134923,1
0.1931329897694367,0.725431364548112,0.1274072187317845,1
0.2531870932050727,0.7091187863275062,0.017281194367286812,1
0.2745443357980385,0.22148571608742829,0.49485420837760596,0
0.9384577963699943,0.9278696775245795,0.28689470775106796,1
0.8018359601337673,0.535106709146045,0.40623508571856104,1
0.24900889667457227,0.7425564348997448,0.301102853254967,1
0.3894539106807807,0.8955676433379378,0.44815158205229966,1
0.046245955938049144,0.9149722846032652,0.9902215082619826,1
0.4136134051174678,0.18821025056483065,0.5932247197503491,0
0.7057959599896158,0.47597656435720825,0.9060343086066741,1
0.9971533177426335,0.14943563246759328,0.9921985931800373,0
0.27652840743074836,0.5122789141782434,0.7429170684908043,0
0.6257246443769873,0.3498136555294997,0.7936265680804334,0
0.7421926688576586,0.6469936004250249,0.5530116285301852,1
0.35835896521859734,0.010631685534462698,0.6727667246904139,0
0.05734203320556275,0.5918058946139171,0.7751990961247057,0
0.029170806165969232,0.6823289073311324,0.2716895314837804,1
0.4791371281580049,0.6459985505246418,0.49553164650110404,1
0.7147517624388765,0.8265713999086615,0.9073368617114143,1
0.8830048316642504,0.47471052116338663,0.2922868026346259,1
0.005792597286762402,0.8825516566955335,0.7811258626828739,1
0.916470511171291,0.1762099279251722,0.955171852172777,0
0.9403286868401434,0.23735658568881945,0.40244788507261786,0
0.965952576361106,0.8493003388955673,0.0378849401750635,1
0.7112004275221282,0.4150890558813418,0.5727822205646572,0
0.7498346652209861,0.44949896112473475,0.5913317617699938,1
0.05838685309666991,0.8097040762098168,0.9162778911283691,1
0.32834388472223397,0.4919142146692529,0.26310924359674126,0
0.38334641829951366,0.8475930511912051,0.13685800522843006,1
0.20304716283501179,0.9204397498866962,0.5711194875145955,1
0.7954013450804137,0.17722609680778745,0.3849515707944855,0
0.30737589819150024,0.41548815350568025,0.2019831303884826,0
0.17210433849697848,0.7914792831737488,0.2530814828119652,1
0.5074133314739325,0.700565144846323,0.9292565264514401,1
0.6949289807729196,0.6245546462961111,0.5091993098832719,1
0.3313584132446866,0.14659326588579047,0.20327719602307215,0
0.04878474113878728,0.6314868981258381,0.03359857239584774,0
0.8358125594781922,0.6018895804224448,0.36441659455832065,1
0.6818453195809007,0.33370258099776406,0.5333893691153667,0
0.9829320959476778,0.654545003995829,0.31632430438085857,1
0.0057354537964451335,0.6139764273328159,0.6747198200926996,0
0.4032079721651587,0.6238702203777473,0.6990500985257075,1
0.1599876153435409,0.9073094256953855,0.1527517308439731,1
0.12379530949215067,0.7326078108118886,0.6448341200844043,1
0.9798718196733767,0.7277578185675786,0.869463345367455,1
0.6121904667360746,0.28578861159846325,0.5692593120291406,0
0.36680423980984556,0.9166073324569781,0.0641835165935849,1
0.4607040466285146,0.4229542346481122,0.9108455308553829,0
